title,body
Three Two One,"For Time
3 Rounds of:
30 Toes-to-Bars
30 Wall Ball Shots (9/6 kg)

Then, 2 Rounds of:
20 Chest-to-Bar Pull-Ups
20 Handstand Push-Ups

Finally, 1 Round of:
10 Bar Muscle-Ups

Time Cap: 20 minutes"
Three Wise Men,"Three AMRAPs in 16 minutes

AMRAP in 4 minutes
5 Hang Squat Snatches (135/95 lb)
10 Bar-Facing Burpees

Rest 2 minutes

Then, AMRAP in 4 minutes
10 Power Cleans (135/95 lb)
20 Pull-Ups

Rest 2 minutes

Then, AMRAP in 4 minutes
15 Box Jump-Overs (24/20 in)
30 Wall Ball Shots (20/14 lb)"
Three Wise Men,"For Time
3 Rounds of:
5 Hang Squat Snatches (185/125 lb)
10 Bar Facing Burpees

Then, 3 Rounds of:
10 Double Dumbbell Power Snatches (2x50/35 lb)
20 Pull-Ups

Finally, 3 Rounds of:
15 Box Jump Overs (24/20 in)
30 Wall Ball Shots (20/14 lb)

Time Cap: 15 minutes"
Thrust in Yourself,"AMRAP in 9 minutes
Part A
From 0:00-6:00, AMRAP of:
6 Thrusters (35/25 kg)
6 Toes-to-Bars

Part B
From 6:00-9:00, establish:
1 rep max Snatch"
Thunami Special,"5 Rounds for Time
Every 5 minutes, complete 2 Sets of:
6 Bar Over Burpees 
5 Deadlifts (100/70 kg)
4 Hang Power Cleans (100/70 kg)
3 Front Squats (100/70 kg)
2 Thrusters (100/70 kg)
1 Shoulder-to-Overheads (100/70 kg)
10 meter Overhead Carry (100/70 kg)

1 Set must be completed unbroken.

Rest in the remainder of the 5 minutes."
Thunder Run,"5 Rounds for Time:
10 Thrusters (115/75 lb)
400 meter Run"
Tiff,"With a running clock in 25 minutes
1.5 mile Run

Then AMRAP in remaining time:
11 Chest-to-Bar Pull-Ups
7 Hang Squat Cleans (155/105 lb)
7 Push Presses (155/105 lb)"
Tiger Blood,"3 Rounds for Time
10 Clean-and-Jerks (135/95 lb)
400 meter Run"
Tillman,"7 Rounds For Time
7 Deadlifts (315/205 lb)
200 meter Sprint
15 Pull-Ups
45 seconds Rest"
Timberlake,"Part A
5 Rounds for Load
8 Bench Presses
8 Deadlifts
8 Back Squats

Rest 3 minutes between rounds

Part B
10 Rounds for Time
250 meter Row
25 meter Burpee Broad Jumps
25 Sit-Ups

Time Cap: 40 minutes"
Time Priority Diane,"Max Reps in 4 minutes 30 seconds
60 seconds of Deadlifts (225/155 lb)
60 seconds of Handstand Push-Ups
45 seconds of Deadlifts (225/155 lb)
45 seconds of Handstand Push-Ups
30 seconds of Deadlifts (225/155 lb)
30 seconds of Handstand Push-Ups"
Time Priority Linda,"AMRAP in 25 minutes
5 Deadlifts (315/225 lb)
5 Bench Presses (205/135 lb)
5 Hang Squat Cleans (155/105 lb)"
Time-Priority Fran,"For Total Reps
60 second Thrusters (95/65 lb)
60 second Pull-Ups
45 second Thrusters (95/65 lb)
45 second Pull-Ups
30 second Thrusters (95/65 lb)
30 second Pull-Ups"
Timmins,"For Time
Buy-In: 1,026 meter Row

Then, 3 Rounds of:
84 Double-Unders
14 Clean-and-Jerks (185/135 lb)
10 Bar Muscle-Ups

Cash-Out: 1,295 meter Row"
Timothy Haskell,"4 Rounds for Time
18 Overhead Squats (115/85 lb)
18 Toes-to-Bars"
Timothy Higgins,"6 Rounds for Time
5 Deadlifts (70% bodyweight of 1 RM)
5 Toes-to-Bars"
Timothy McSweeney,"7 Rounds for Time
21 Double-Unders
14 Burpees
7 Deadlifts (BW)"
Timothy Stackpole,"For Time
50 Clean-and-Jerks (135/95 lb)
50 Burpees
800 meter Run"
Timothy Welty,"AMRAP in 20 minutes
1 Power Clean (90% BW)
3 Front Squats (90% BW)
3 Push Presses (90% BW)
1 Clean-and-Jerk (90% BW)
1 minute Rest"
Tin Trail,"4 Rounds for Time
3 Rope Climbs
12 meter Handstand Walk
3 Rope Climbs
12 meter Handstand Walk
20 meter Yoke Carry (250/160 kg)

Time Cap: 15 minutes"
Tiny Dancer,"4-6-8-6-4 Reps For Time:
Burpee Pull-Ups
Hang Power Snatches (95/65 lb)

Then,
800 meter Run 

Then,
4-6-8-6-4 Reps of:
Push Presses (95/65 lb)
Strict Pull-Ups"
Tips,"3 Rounds for Time:
16 Barbell Curls (20/15 kg)
17 Barbell Skull Crushers (20/15 lb)
21 Push-Ups
6 Kettlebell Turkish Get-Ups (16/12 kg)                                                    	
9 Shoulder Presses (20/15 kg)
23 Kettlebell Goblet Squats (16/12 kg)
800 meter Run"
Tiradentes,"AMRAP in 21 minutes
17 Overhead Squats (95/65 lb)
17 Pull-Ups
46 Alternating Lunges
92 Double-Unders

Every 5 minutes, complete:
Bar Over Burpees**

Buy-Out:
2 minute Dead Hang Hold
3 Burpees*

*Perform after every break from the Hang Hold."
TK,"AMRAP in 20 minutes
8 Strict Pull-Ups
8 Box Jumps (36/30 in)
12 Kettlebell Swings (2/1.5 pood)"
TMP,"For Time
Buy-In: 3,500 meter Run

Then, 21 Rounds of:
5 Burpees
10 Push-Ups
15 Air Squats

Cash-Out: 3,500 meter Run"
TMP Suck Fest,"For Time:

Buy-In: 1,200 meter Row

Then, 24 rounds of
6 Push-Ups
6 Air Squats
6 Pull-Ups
6 Burpees

Then, Cash-Out:
1,200 meter Row"
Toes-to-Bar/Lunge,"30-20-10 Reps for Time
Toes-to-Bars
Kettlebell Lunges (2x32/24 kg, yards)"
Toles,"2 Rounds for Time
2,008 meter Run
6 Pull-Ups
18 Bar Over Burpees
2 Rope Climbs
5 Deadlifts (225/155 lb)
71 Air Squats

Wear a Weight Vest (20/14 lb)"
Toll,"4 Rounds for Time
11 Burpees
121 Single-Unders
14 Air Squats
121 Single-Unders
48 Butterfly Sit-Ups"
Tom,"AMRAP in 25 minutes
7 Muscle-Ups
11 Thrusters (155/105 lb)
14 Toes-to-Bar"
Tom Showalter,"For Time
1,000 meter Row
4 Deadlifts (225/185 lb)
28 Weighted Box Step-Ups (2x50/35 lb, 24/20 in)
20 Devil Presses (2x35/25 lb)
1,000 meter Row"
Tommy,"13 Rounds for Time
100 meter Sandbag Carry (150/100 lb, 50 meter down & 50 meter back)
7 Strict Pull-ups
16 Sandbag Over the Shoulder Tosses (150/100 lb)
15 Sandbag Squats (150/100 lb)

Boots and utes are optional."
Tommy Mac,"2 Rounds For Time
12 Burpees
12 Thrusters (115/75 lb)
12 Burpees
12 Power Snatches (115/75 lb)
12 Burpees
12 Push Jerks (115/75 lb)
12 Burpees
12 Hang Squat Cleans (115/75 lb)
12 Burpees
12 Overhead Squats (115/75 lb)"
Tommy V,"For Time
21 Thrusters (115/75 lb)
12 Rope Climbs (15 ft)
15 Thrusters (115/75 lb)
9 Rope Climbs (15 ft)
9 Thrusters (115/75 lb)
6 Rope Climbs (15 ft)"
Ton,"Buy-In: 1,000 kg Ground-to-Overheads*

AMRAP in 19 minutes
3 Bar Muscle-Ups
22 Wall Ball Shots (20/14 lb)
12 Deadlifts**
59 Double-Unders

*Choose a weight to use for Ground-to-Overheads and accumulate a total of 1,000 kg.
**Use the same weight used for the Ground-to-Overheads."
Tony Evans,"AMRAP in 19 minutes
27 calorie Row
11 Handstand Push-Ups
13 Power Cleans (50/35 kg)"
Tony Lopez,"AMRAP (with a Partner) in 36 minutes
5 Handstand Push-Ups
25 Alternating Dumbbell Snatches (50/35 lb)
20 Deadlifts (225/155 lb)
21 calorie Row"
Tony Mcdade,"3 Rounds for Time
81 Double-Unders
42 Wall Ball Shots (20/14 lb)
12 Deadlifts (385/275 lb)"
Toomey in Placid,"For Time
Buy-In: 27 calorie Ski Erg

Then, 3 Rounds of:
8 Ring Muscle-Ups
16 Alternating Dumbbell Snatches (85/60 lb)

Cash-Out: 27 calorie Ski Erg"
Top Gun,"For Time
20 Thrusters (135/95 lb)
20 Sumo Deadlift High-Pulls (135/95 lb)
20 Push Jerks (135/95 lb)
20 Overhead Squats (135/95 lb)
20 Front Squats (135/95 lb)

4 Burpees to start, and at the top of each minute"
Tosh,"For Time
200 meter Run
Rest (same time as previous run)
400 meter Run
Rest (same time as previous run)
600 meter Run"
TPT9000,"For Time:

100 meter Run

Then, 9 rounds of:
8 Burpees
26 Kettlebell Swings (44/35 lb)
21 Wall Ball Shots (20/14 lb, 10/9 ft)
100 meter Run

Wear a Weight Vest (20/14 lb)"
Trail Run,"For Time
5,000 meter Trail Run"
Travis,"For Time
Buy-In: 2,774 meter Run

Then, 9 Rounds of:
14 Dumbbell Devil Presses (2x50/35 lb)
22 Dumbbell Front Squats (2x50/35 lb)

Buy-Out: 90 Dumbbell Push Presses (2x50/35 lb)"
Trent,"For Time
28 Deadlifts (275/215 lb)
28 Power Cleans (185/125 lb)
28 Thrusters (135/75 lb)

Every minute on the minute, perform:
1 Rope Climb"
Trevor,"For Time (in a Team of Four)
300 Pull-Ups
400 Push-Ups
500 Sit-Ups
600 Air Squats"
Triangle Couplet,"15-10-6 Reps for Time
Thrusters (165/115 lb)
Bar Muscle-Ups

Time Cap: 10 minutes"
Triple 3,"For Time
3,000 meter Row
300 Double-Unders
3 mile Run"
Triple 3,"For Time
""Triple 3""
3000 meter Row
300 Double-Unders
3 mile Run

Time Cap: 49 minutes"
Triple Deuce,"AMRAP in 20 minutes
22 Burpees
22 Air Squats
22 Pull-Ups
22 Sandbag Over Shoulder (60/40 lb)
722 meter Sprint"
Triple-G Chipper,"For Time
100 Pull-Ups
80 GHD Sit-Ups
60 Pistols (alternating legs)
40 calorie Row
20 Dumbbell Push Presses (100/70 lb)

Time Cap: 15 minutes"
Tripp,"For Time
37 Burpees

Then, 2 Rounds of:
10 Shoulder-to-Overheads (135/95 lb)
24 Medicine Ball Sit-Ups (20/14 lb)
80 Double-Unders

Then, 37 Burpees

Then, 2 Rounds of:
3 Wall Walks
15 Bar Muscle-Ups
19 Thrusters (135/95 lb)

Finally, 37 Burpees"
Trish,"AMRAP in 20 minutes
400 meter Run
20 Toes-to-Bars
40 Front Squats (50% max)"
Trooper Joshua Miller,"For Time
Cash-In: 209 Single-Unders

Then, 6 Rounds of:
7 Air Squats
7 Push-Ups
7 Box Jumps (24/20 in)
7 Pull-Ups
7 Thrusters (135/95 lb)
7 Bar Over Burpees
200 meter Run*

*Increase by 100 meters every round after Round 2."
Trooper Lucas B. Dowell,"For Time
Buy-In: 876 meter Run

*Then, 28 Rounds of:
2 Handstand Push-Ups 
4 Alternating Pistols

Buy-Out: 2,019 meter Assault Bike

*Wear a Weight Vest (20/14 lb)"
Troyano,"For Time
Buy-In:  15 Bar Over Burpees

Then, 5 Rounds of:
10 Power Cleans (60/40 kg)
10 Floor Presses (60/40 kg)

Buy-Out: 15 Bar Over Burpees"
True Grit,"For Time
2,000 meter Row

At 1-minute mark, begin:
Death by Thrusters (95/65 lb)"
Tsakos,"AMRAP in 27 minutes
Buy-In: 1 mile Run

In the remaining time, AMRAP of:
7 Deadlifts (135/105 lb)
5 Lateral Bar Over Burpees
6 Wall Ball Shots (20/14 lb)
3 Box Jumps (30/24 in)"
Tuder,"For Time (with a Partner)
188 Single-Unders (each)
30 calorie Row (each)

Then, 3 Alternating Rounds (each) of:
1 Deadlift (365/245 lb)
20 Wall Ball Shots (20/14 lb)
19 American Kettlebell Swings (53/35 lb)
9 Bar Over Burpees

Time Cap: 30 minutes"
Tuder,"For Time (with a Partner)
1 mile Run (together)
31 Push-Ups (each)

Then, 20 Rounds (switch after each round) of:
3 Deadlifts (135/95 lb)
3 Clean-and-Jerks (135/95 lb)
3 Front Squats (135/95 lb)

Then, perform:
31 Push-Ups (each)
1 mile Run (together)"
Tully,"4 Rounds For Time
200 meter Swim
23 Dumbell Squat Cleans (2 x 40/30 lb)"
Tumilson,"8 Rounds For Time
200 meter Run
11 Dumbbell Burpee Deadlifts (2x60/40 lb)"
Tunnel of Love + Roses are Red,"Two Parts (with a Partner)
(A) ""Tunnel of Love,"" For Time:
1000 meter Row (Partner 2 Jumps Rope*)
*Switch every 500 meters; For each jump rope break both partners rest 15 seconds (mandatory)

(B) ""Roses are Red, Violets are Blue...So are Medicine Balls,"" AMRAP in 20 minutes of:
50 Partner Med Ball Russian Twists (20 lb)
40 Partner Med Ball Sit-Ups (20 lb)
30 Slam Balls (20 lb)
20 Wall Ball Shots (20 lb)

Use a single medicine ball throughout"
Turkey Day Massacre,"For Time
10 Overhead Squats (95/65 lb)
20 Thrusters (95/65 lb)
30 Wall Ball Shots (20/14 lb)
40 Ring Dips
50 Double-Unders
50 Pull-Ups
40 Power Cleans (95/65 lb)
30 Kettlebell Swings (53/35 lb)
20 Push Jerks (95/65 lb)
10 Back Squats (95/65 lb)
400 meter Run with the Barbell (95/65 lb)"
Turns,"5 Rounds for Time
15 Push Presses (50/35 kg)
21 Front Squats (50/35 kg)
400 meter Run"
Twin Towers,"For Time
Buy-In: 2,001 meter Row

Directly into, 9 Rounds of:
11 Burpees
3 Hang Cleans (135/95 lb)
4 Pull-Ups
3 Overhead Squats (135/95 lb)"
Twins,"For Time
2 Rounds of:
750 meter Row
20 Handstand Push-Ups

Then, 2 Rounds of:
20 Thrusters (115/75 lb)
20 L-Pull-Ups"
Twist,"For Time
13 calorie Row
91 Air Squats
13 calorie Row
91 Russian Twists (20/14 lb)
13 calorie Row
91 Ball Slams (30/20 lb)
13 calorie Row
91 Weighted Box Step-Ups (2x50/35 lb, 24/20 in)
13 calorie Row"
Twisted Biscuit,"5 Rounds for Time
20 calorie Assault Air Bike
15 Deadlifts (bodyweight)
10 Handstand Push-Ups
5 Burpee Pull-Ups"
Two Minute Defense,"5 Rounds of:
1 Power Clean (135/85 lb)
3 Hang Squat Clean (135/85 lb)
2 Jerks (135/85 lb)
200 ft Sprint

2 minute Rest

Then, 5 Rounds of:
1 Power Clean (135/85 lb)
3 Hang Squat Clean (135/85 lb)
2 Jerks (135/85 lb)
200 ft Sprint"
Two-Stroke Pull,"5 Rounds for Time
300 meter Run
20/15 calorie Assault Bike
44 ft Sled Pull

Time Cap: 18 minutes"
TWR Pride WOD,"AMRAP (with a Partner) in 24 minutes
6 Power Cleans (185/125 lb)
6 Synchronized Burpees
200 meter Run (together)
6 Synchronized Burpees
28 Alternating Dumbbell Snatches (50/35 lb)
6 Synchronized Burpees

From 24:00, complete the Cash-Out of:
69 Wall Ball Shots (20/14 lb)"
Tyler,"5 Rounds For Time
7 Muscle-Ups
21 Sumo-Deadlift High-Pulls (95/65 lb)"
Tyrant 22,"AMRAP in 22 minutes
22 Deadlifts (275/185 lb)
22 Wall Ball Shots (20/14 lb)
22 Toes-to-Bars
22 Hand Release Push-Ups"
UK Armed Forces Day,"7 Rounds for Time
29 Wall Ball Shots (9/7 kg)
6 Clean-and-Jerks (60/40 kg)
13 Pull-Ups"
Ultimate Warrior,"21-15-9 Reps for Time
Thrusters (135/95 lb)
Bar Muscle-Ups"
Unbroken,"For Time
1-2-3-4-5-6-7-8-9-10 reps of:
Unbroken Muscle-Ups
10 meter Handstand Walk (before each set)

Time Cap: 15 minutes"
Unbroken,"10 minutes to establish:
2 rep max Clean

2 minute Rest

Then, AMRAP in 8 minutes of:
22 Double-Unders
11 Single-Arm Kettlebell Deadlifts (24/16 kg)
7 Single-Arm Kettlebell Cleans (24/16 kg)
7 Single-Arm Kettlebell Front Squats (24/16 kg) 
7 Single-Arm Kettlebell Push Presses (24/16kg)"
Uncle David from Texas,"Buy-in: .5 mile Ruck Run (35/20 lb)

Then, 3 Rounds of:
12 Deadlifts (185/155 lb)
28 cal Assault Bike
9 Chest-to-Bar Pull-Ups
5 Burpee Box Jump-Overs

Buy out: .5 mile Ruck Run (35/20 lb)"
Uncle Johnny,"For Time
Buy-In: 35 calorie Bike

Then, 3 Rounds of:
15 Dumbbell Hang Clean-and-Jerks (2x50/35 lb)
15 Dumbbell Front Squats (2x50/35 lb)
15 Lateral Burpees Over Dumbbells 

Buy-Out: 800 meter Run"
Undercover,"For Time
3 Rounds of:
15 Power Cleans (135/95 lb)
20 Push-Ups

Then, 2 Rounds of:
27/21 calorie Row
75 Double-Unders

Finally, 1 Round of:
50/35 calorie Assault Bike"
Unknown Heroes,"For Time
21 Front Squats (95/65 lb)
21 Pull-Ups
21 Sumo Deadlifts (95/65 lb)
21 Push-Ups
21 Push Presses (95/65 lb)
21 Wall Climbs
21 Squat Cleans (95/65 lb)
21 Burpees
21 Curtis P’s* (95/65 lb)
21 Toes-To-Bars
21 Double-Unders
21 Power Snatches (95/65 lb)
21 Broad Jumps
21 Wall Ball Shots (20/14 lb)
21 Box Jumps (24/20 in)
21 Calorie Row
21 Overhead Squats (95/65 lb)
21 Kettlebell Swings (53/35 lb)
21 Kettlebell Snatches (53/35 lb)
21 Kettlebell Taters** (53/35 lb)
21 Thrusters (95/65 lb)

Time Cap: 45 minutes"
Unschaikable,"4 Rounds for Time
1 minute 11 second Plank Hold
11 Bar Facing Burpees
12 Shoulder-to-Overheads (115/85 lb)
18 Push-Ups
20 Power Cleans (115/85 lb)

1 minute 11 second Plank Hold
11 Bar Facing Burpees
12 Shoulder-to-Overheads (115/85 lb)
18 Push-Ups
20 Wall Ball Shots (30/20 lb)

1 minute 11 second Plank Hold
11 Bar Facing Burpees
12 Shoulder-to-Overheads (115/85 lb)
18 Push-Ups
20 Pull-Ups (115/85 lb)

1 minute 11 second Plank Hold
11 Bar Facing Burpees
12 Shoulder-to-Overheads (115/85 lb)
18 Push-Ups
20 Thrusters (115/85 lb)"
Up and Over,"3 Rounds for Time
12 Muscle-Ups
25 Jump Overs (50/50 in, 42/30 in, 20/20 in)
30 GHD Sit-Ups

Then,
84 foot Axle Bar Weighted Lunge (185/125 lb)

Time Cap: 18 minutes"
Up and Side Down,"For Time
10-8-6-4-2 Ring Muscle-Ups
16 meter Handstand Walk (after each round)

Time Cap: 7 minutes"
Uplift,"For Time
Every 4 minutes, complete:
15 Burpee Box Jumps (24/20 in)
20 Pull-Ups
50 Double-Unders
Max Wall Ball Shots (20/14 lb)*

Rest 1 minute

*Complete as many rounds until 200 Wall Ball Shots are accumulated.

Time Cap: 30 minutes"
Upside-Down Angie,"For Time
100 Air Squats
100 Sit-ups
100 Push-ups
100 Pull-ups"
Uyo,"For Time
1-2-3-4...18 reps of:
Burpees
V-Ups
Push-Ups

Then, complete 6 rounds of:
10 Deadlifts (95/65 lb)
10 Hang Power Cleans (95/65 lb)
10 Push Presses (95/65 lb)

Every time you drop the Barbell, complete:
6 Bar Over Burpees"
Uzzle,"For Time
Buy-In: 600 meter Run

Then, 2 Rounds of:
5 Chest-to-Bar Pull-Ups
28 Back Rack Lunges (95/65 lb)
19 Hand Release Push-Ups
64 Air Squats

Cash-Out: 600 meter Run"
Vader,"3 Rounds for Time
24/17 calorie Row
21 Wall Ball Shots (20/14 lb)
15 Dumbbell Snatches (50/35 lb)
8 Burpees Over the Erg"
Valentine's Day,"AMRAP (with a Partner) in 15 minutes
From 0:00-4:00:
Max Hand-Release Push-Ups
Max Kettlebell Sumo Deadlift High-Pulls (24/18 kg)
(alternate between movements, switch as desired)

1 minute Rest

From 5:00-8:00:
Max Synchronized Air Squats (partners grip wrists)

1 minute Rest

From 9:00-11:00:
Partner A Max Row (calories)
Partner B run 400 meters

From 11:00-13:00:
Partner B Max Row (calories)
Partner A run 400 meters

Finally, from 13:00-15:00:
Max Pull-Ups (partners alternate each minute)"
Valentine's Day,"For Time (with a Partner)
30 Partner Burpees
100 Wall Ball Shots (20/14 lb)
100 Pull-Ups
200 Double-Unders
4 Rope Climbs (20 ft)

Then, 4 Rounds of:
15 Thrusters (45/35 lb)
15 Kettlebell Swings(53/35 lb)
15 Box Jumps (24/20 in)"
Valentine's Day,"For Time
Complete the following with one partner working at a time.

Partner 1:
50 Box Jumps (24/20 in)
50 Kettlebell Swings (55/35 lb)
50 AbMat Sit-Ups
50 Deadlifts (155/115 lb)
50 Burpees

Partner 2:
50 Pull-Ups
50 Overhead Lunges (45/25 lb Plate)
50 Hand Release Push-Ups
50 Wall Ball Shots (20/14 lb)
50 Double-Unders

Buy-In and Cash-Out:
200 meter Partner Carry"
Valentine&#039;s Day Massacre,"7 Rounds for Time
2 Sandbag Get-Ups (53/35 lb)
20 American Twists (53/35 lb)
7 Sandbag Cleans (53/35 lb)
800 meter Ruck (20/14 lb)"
Valiant 13,"For Time
Buy-In: 1 mile Run

26 Dumbbell Deadlifts (2x50/35 lb)
26 Dumbbell Deadlift High-Pulls (2x50/35 lb)
26 Dumbbell Hang High-Pulls (2x50/35 lb)
26 Dumbbell Power Cleans (2x50/35 lb)
26 Dumbbell Hang Squat Cleans (2x50/35 lb)
26 Dumbbell Push Presses (2x50/35 lb)
26 Dumbbell Front Squats (2x50/35 lb)
26 Dumbbell Thrusters (2x50/35 lb)
26 Dumbbell Snatches (2x50/35 lb)
26 Dumbbell Farmer's Lunges (2x50/35 lb)
26 Bent Over Rows (2x50/35 lb)
26 Dumbbell Hammer Curls (2x50/35 lb)
26 Man Makers (2x50/35 lb)

Cash-Out: 1 mile Run"
Valles,"For Time
Buy-In: 31 Push-Ups

Directly into, 4 Rounds of:
7 Dumbbell Thrusters (2x50/35 lb)
4 Dumbbell Snatches (50/35 lb, each arm)
20 Box Jumps (24/20 in)
20 Burpees

Buy-Out: 31 Push-Ups

Time Cap: 27 minutes"
Van Aalten,"AMRAP (with a Partner) in 20 minutes
2000 meter Row / partner Handstand
150 Wall Ball Shots / partner Handstand
Max Toes-to-Bars (alternate sets)"
Van Damme,"For Time
30 Snatches (135/95 lb)
10 Muscle-Ups
30 Clean-and-Jerks (135/95 lb)
10 Muscle-Ups
30 Thrusters (135/95 lb)
10 Muscle-Ups"
Vandross,"For Time
6 Rounds of:
15 calorie SkiErg
15 Burpees

Rest 5 minutes

Directly into, 3 Rounds of:
30 Wall Ball Shots (20/14 lb)
500 meter Row

Time Cap: 50 minutes"
Vanessa,"20 Rounds for Time
4 Thrusters (75/55 lb)
22 Bar Facing Burpees
20 American Kettlebell Swings (55/35 lb)

Time Cap: 72 minutes"
Vanessa Guillén,"For Total Reps
Buy-In: 1,999 meter Row

Then, AMRAP in 20 minutes of:
99 Double-Unders
30 Box Jumps (24/20 in)
9 Hang Snatches (155/115 lb)"
Vanessa Guillén,"For Time
Buy-In: 20 calorie Bike

Directly into, 3 Rounds of:
9 Burpees
30 Alternating Dumbbell Snatches (50/35 lb)
99 Double-Unders

Cash-Out: 20 calorie Bike"
Vanessa Guillén,"Buy-In: 1,999 meter Row

AMRAP in 20 minutes
69 Double-Unders
30 Box Jump Overs (24/20 in)
9 Hang Power Snatches (155/115 lb)"
VE Day 75,"For Time
Buy-In: 75 Handstand Push-Ups

Then, 6 Rounds of:
8 Squat Cleans (50/35 kg)
5 Sumo Deadlift High-Pulls (50/35 kg)
19 Sit-Ups
45 Double-Unders"
Vegas Remembered,"10 Rounds for Time
1 Clean-and-Jerk (115/75 lb)
17 Burpees

Buy-In:
58 seconds of Silence"
Vegas Strong,"AMRAP (with a Partner) in 17 minutes
10 Ground-to-Overheads (135/95 lb)
200 meter Partner Carry
58 Burpees Over Partner"
Vermont Strong,"5 Rounds for Time:
200 meter Kettlebell Farmer's Carry (2x53/35 lb)
10 Chest-to-Bar Pull-Ups
5 Wall Walks"
Vernon Cherry,"For Time
50 Burpee Dumbbell Deadlifts (70/45 lb)
50 Pull-Ups
18 Dumbbell Snatches (70/45 lb)"
Vernon Richard,"AMRAP in 10 minutes
5 Push Jerks (155/105 lb)
12 Mountain Climbers"
Victoria,"5 Rounds for Time
10 Thrusters (95/65 lb)
14 Box Jumps (24/20 in)
12 Sumo-Deadlift High-Pulls (95/65 lb)
12 Burpees
27 Kettlebell Swings (1.5/1 pood)"
Victoria,"5 Rounds for Time (in a Team of 3)
10 Squat Cleans (60/40 lb)
20 Push-Ups
Rest"
Victoria Martens,"For Time (with a Partner)
Buy-In: 24 Thrusters (135/95 lb)

Then, 8 Rounds of:
21 Push-Ups
9 Toes-to-Bars
3 Bear Complexes (135/95 lb)
20 Kettlebell Snatches (53/35 lb)
15 Pull-Ups
18 Box Jumps (24/20 in)
9 Power Cleans (135/195 lb)
100 meter Run (together)

Buy-Out:  2,006 meter Row

Time Cap: 60 minutes"
Vijay,"50-40-30-20-10 Reps for Time
Burpee Pull-Ups
Sit-Ups"
Viking Ouellette,"7 Rounds for Time
7 Handstand Push-Ups
10 Squat Cleans (70% of 1RM)
250 meter Row"
Vincent Brunton,"5 Rounds for Time
5 Handstand Push-Ups
10 Squat Cleans (135/95 lb)
20 Box Jumps (24/20 in)
40 Double-Unders"
Vincent Giammona,"5 Rounds for Time
5 Front Squats (255/155 lb)
15 Toes-to-Bars
25 Air Squats
50 Double-Unders"
Vincent Halloran,"For Time
50 Wall Ball Shots (20/14 lb)
40 Pull-Ups
30 Deadlifts (225/145 lb)
20 Box Jumps (24/20 in)
10 Overhead Squats (135/95 lb)
20 Box Jumps (24/20 in)
30 Deadlifts (225/145 lb)
40 Pull-Ups
50 Wall Ball Shots (20/14 lb)"
Vincent Kane,"For Time and Reps
Tabata Air Squats
20 Snatches (135/95 lb)
Tabata Push-Ups
20 Thrusters (135/95 lb)"
Vincent Morello,"3 Rounds for Time
5 Dumbbell Snatches (2x55/35 lb)
10 Burpees
5 Snatches (155/105 lb)
10 Burpees"
Vincent Princiotta,"For Time
30 Squat Clean to Shoulder-to-Overheads (185/135 lb)"
Vinnie,"For Time
Buy-In: 1,961 meter Row

Then, 7 Rounds of:
25 Double-Unders
7 Pull-Ups
5 Box Jumps (30/24 in)
8 Thrusters (105/75 lb)

Cash-Out: 2,019 meter Row"
Viola,"AMRAP in 20 minutes
400 meter Run
11 Power Snatches (95/65 lb)
17 Pull-Ups
13 Power Cleans (95/65 lb)"
Viola,"AMRAP in 25 minutes
3, 6, 9, 12, 15, 18, etc. Reps of:
Thrusters (95/65 lb)
Pull-Ups
Over-the-Bar Burpees"
Vitalii Skakun,"For Total Reps
From 0:00-8:19, complete Buy-In:
96 Burpees

At 8:19, if the Burpees are not completed, perform a 120 meter Run before resuming the Burpees.

Rest until 14:00

From 14:00-39:00, AMRAP of:
24 Dumbbell Snatches (50/35 lb)
2 Tire Flips
22 Goblet Squats (50/35 lb)
5 Burpee Pull-Ups

Cash-Out: 35 Single-Arm Devil Presses (50/35 lb)"
